pokemon_id,pokemon_name,species_name,primary_type,secondary_type,is_mono-type,generation,total_stats,is_legendary,is_mythical,is_fully_evolved,is_regional_variant,is_default_form,color,shape,egg_groups,egg_group_1,egg_group_2,capture_rate,growth_rate,height,weight,hp,attack,defense,special-attack,special-defense,speed,egg_bug,egg_ditto,egg_dragon,egg_fairy,egg_flying,egg_ground,egg_humanshape,egg_indeterminate,egg_mineral,egg_monster,egg_no-eggs,egg_plant,egg_water1,egg_water2,egg_water3
40,wigglytuff,wigglytuff,normal,fairy,False,1,435,False,False,True,False,True,pink,humanoid,['fairy'],fairy,fairy,50,fast,10,120,140,70,45,85,50,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,zubat,zubat,poison,flying,False,1,245,False,False,False,False,True,purple,wings,['flying'],flying,flying,255,medium,8,75,40,45,35,30,40,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,golbat,golbat,poison,flying,False,1,455,False,False,False,False,True,purple,wings,['flying'],flying,flying,90,medium,16,550,75,80,70,65,75,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,oddish,oddish,grass,poison,False,1,320,False,False,False,False,True,blue,legs,['plant'],plant,plant,255,medium-slow,5,54,45,50,55,75,65,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,gloom,gloom,grass,poison,False,1,395,False,False,False,False,True,blue,humanoid,['plant'],plant,plant,120,medium-slow,8,86,60,65,70,85,75,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,vileplume,vileplume,grass,poison,False,1,490,False,False,True,False,True,red,humanoid,['plant'],plant,plant,45,medium-slow,12,186,75,80,85,110,90,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,paras,paras,bug,grass,False,1,285,False,False,False,False,True,red,armor,"['bug', 'plant']",bug,plant,190,medium,3,54,35,70,55,45,55,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,parasect,parasect,bug,grass,False,1,405,False,False,True,False,True,red,armor,"['bug', 'plant']",bug,plant,75,medium,10,295,60,95,80,60,80,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,venonat,venonat,bug,poison,False,1,305,False,False,False,False,True,purple,humanoid,['bug'],bug,bug,190,medium,10,300,60,55,50,40,55,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,venomoth,venomoth,bug,poison,False,1,450,False,False,True,False,True,purple,bug-wings,['bug'],bug,bug,75,medium,15,125,70,65,60,90,75,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,diglett,diglett,ground,ground,True,1,265,False,False,False,False,True,brown,blob,['ground'],ground,ground,255,medium,2,8,10,55,25,35,45,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,dugtrio,dugtrio,ground,ground,True,1,425,False,False,True,False,True,brown,heads,['ground'],ground,ground,50,medium,7,333,35,100,50,50,70,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,meowth,meowth,normal,normal,True,1,290,False,False,False,False,True,yellow,quadruped,['ground'],ground,ground,255,medium,4,42,40,45,35,40,40,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,persian,persian,normal,normal,True,1,440,False,False,True,False,True,yellow,quadruped,['ground'],ground,ground,90,medium,10,320,65,70,60,65,65,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,psyduck,psyduck,water,water,True,1,320,False,False,False,False,True,yellow,upright,"['water1', 'ground']",water1,ground,190,medium,8,196,50,52,48,65,50,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55,golduck,golduck,water,water,True,1,500,False,False,True,False,True,blue,upright,"['water1', 'ground']",water1,ground,75,medium,17,766,80,82,78,95,80,85,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56,mankey,mankey,fighting,fighting,True,1,305,False,False,False,False,True,brown,upright,['ground'],ground,ground,190,medium,5,280,40,80,35,35,45,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57,primeape,primeape,fighting,fighting,True,1,455,False,False,False,False,True,brown,upright,['ground'],ground,ground,75,medium,10,320,65,105,60,60,70,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,growlithe,growlithe,fire,fire,True,1,350,False,False,False,False,True,brown,quadruped,['ground'],ground,ground,190,slow,7,190,55,70,45,70,50,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59,arcanine,arcanine,fire,fire,True,1,555,False,False,True,False,True,brown,quadruped,['ground'],ground,ground,75,slow,19,1550,90,110,80,100,80,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,poliwag,poliwag,water,water,True,1,300,False,False,False,False,True,blue,legs,['water1'],water1,water1,255,medium-slow,6,124,40,50,40,40,40,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61,poliwhirl,poliwhirl,water,water,True,1,385,False,False,False,False,True,blue,humanoid,['water1'],water1,water1,120,medium-slow,10,200,65,65,65,50,50,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62,poliwrath,poliwrath,water,fighting,False,1,510,False,False,True,False,True,blue,humanoid,['water1'],water1,water1,45,medium-slow,13,540,90,95,95,70,90,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63,abra,abra,psychic,psychic,True,1,310,False,False,False,False,True,brown,upright,['humanshape'],humanshape,humanshape,200,medium-slow,9,195,25,20,15,105,55,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64,kadabra,kadabra,psychic,psychic,True,1,400,False,False,False,False,True,brown,upright,['humanshape'],humanshape,humanshape,100,medium-slow,13,565,40,35,30,120,70,105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,alakazam,alakazam,psychic,psychic,True,1,500,False,False,True,False,True,brown,humanoid,['humanshape'],humanshape,humanshape,50,medium-slow,15,480,55,50,45,135,95,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,machop,machop,fighting,fighting,True,1,305,False,False,False,False,True,gray,upright,['humanshape'],humanshape,humanshape,180,medium-slow,8,195,70,80,50,35,35,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,machoke,machoke,fighting,fighting,True,1,405,False,False,False,False,True,gray,humanoid,['humanshape'],humanshape,humanshape,90,medium-slow,15,705,80,100,70,50,60,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68,machamp,machamp,fighting,fighting,True,1,505,False,False,True,False,True,gray,humanoid,['humanshape'],humanshape,humanshape,45,medium-slow,16,1300,90,130,80,65,85,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,bellsprout,bellsprout,grass,poison,False,1,300,False,False,False,False,True,green,humanoid,['plant'],plant,plant,255,medium-slow,7,40,50,75,35,70,30,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,weepinbell,weepinbell,grass,poison,False,1,390,False,False,False,False,True,green,blob,['plant'],plant,plant,120,medium-slow,10,64,65,90,50,85,45,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71,victreebel,victreebel,grass,poison,False,1,490,False,False,True,False,True,green,blob,['plant'],plant,plant,45,medium-slow,17,155,80,105,65,100,70,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,tentacool,tentacool,water,poison,False,1,335,False,False,False,False,True,blue,tentacles,['water3'],water3,water3,190,slow,9,455,40,40,35,50,100,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,tentacruel,tentacruel,water,poison,False,1,515,False,False,True,False,True,blue,tentacles,['water3'],water3,water3,60,slow,16,550,80,70,65,80,120,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,geodude,geodude,rock,ground,False,1,300,False,False,False,False,True,brown,arms,['mineral'],mineral,mineral,255,medium-slow,4,200,40,80,100,30,30,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75,graveler,graveler,rock,ground,False,1,390,False,False,False,False,True,brown,humanoid,['mineral'],mineral,mineral,120,medium-slow,10,1050,55,95,115,45,45,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76,golem,golem,rock,ground,False,1,495,False,False,True,False,True,brown,humanoid,['mineral'],mineral,mineral,45,medium-slow,14,3000,80,120,130,55,65,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,ponyta,ponyta,fire,fire,True,1,410,False,False,False,False,True,yellow,quadruped,['ground'],ground,ground,190,medium,10,300,50,85,55,65,65,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78,rapidash,rapidash,fire,fire,True,1,500,False,False,True,False,True,yellow,quadruped,['ground'],ground,ground,60,medium,17,950,65,100,70,80,80,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79,slowpoke,slowpoke,water,psychic,False,1,315,False,False,False,False,True,pink,quadruped,"['monster', 'water1']",monster,water1,190,medium,12,360,90,65,65,40,40,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
80,slowbro,slowbro,water,psychic,False,1,490,False,False,True,False,True,pink,upright,"['monster', 'water1']",monster,water1,75,medium,16,785,95,75,110,100,80,30,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
81,magnemite,magnemite,electric,steel,False,1,325,False,False,False,False,True,gray,arms,['mineral'],mineral,mineral,190,medium,3,60,25,35,70,95,55,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
82,magneton,magneton,electric,steel,False,1,465,False,False,False,False,True,gray,heads,['mineral'],mineral,mineral,60,medium,10,600,50,60,95,120,70,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83,farfetchd,farfetchd,normal,flying,False,1,377,False,False,False,False,True,brown,wings,"['flying', 'ground']",flying,ground,45,medium,8,150,52,90,55,58,62,60,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
84,doduo,doduo,normal,flying,False,1,310,False,False,False,False,True,brown,legs,['flying'],flying,flying,190,medium,14,392,35,85,45,35,35,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,dodrio,dodrio,normal,flying,False,1,470,False,False,True,False,True,brown,legs,['flying'],flying,flying,45,medium,18,852,60,110,70,60,60,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86,seel,seel,water,water,True,1,325,False,False,False,False,True,white,fish,"['water1', 'ground']",water1,ground,190,medium,11,900,65,45,55,45,70,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
87,dewgong,dewgong,water,ice,False,1,475,False,False,True,False,True,white,fish,"['water1', 'ground']",water1,ground,75,medium,17,1200,90,70,80,70,95,70,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
88,grimer,grimer,poison,poison,True,1,325,False,False,False,False,True,purple,arms,['indeterminate'],indeterminate,indeterminate,190,medium,9,300,80,80,50,40,50,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
89,muk,muk,poison,poison,True,1,500,False,False,True,False,True,purple,arms,['indeterminate'],indeterminate,indeterminate,75,medium,12,300,105,105,75,65,100,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90,shellder,shellder,water,water,True,1,305,False,False,False,False,True,purple,ball,['water3'],water3,water3,190,slow,3,40,30,65,100,45,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,cloyster,cloyster,water,ice,False,1,525,False,False,True,False,True,purple,ball,['water3'],water3,water3,60,slow,15,1325,50,95,180,85,45,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,gastly,gastly,ghost,poison,False,1,310,False,False,False,False,True,purple,ball,['indeterminate'],indeterminate,indeterminate,190,medium-slow,13,1,30,35,30,100,35,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
93,haunter,haunter,ghost,poison,False,1,405,False,False,False,False,True,purple,arms,['indeterminate'],indeterminate,indeterminate,90,medium-slow,16,1,45,50,45,115,55,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,gengar,gengar,ghost,poison,False,1,500,False,False,True,False,True,purple,upright,['indeterminate'],indeterminate,indeterminate,45,medium-slow,15,405,60,65,60,130,75,110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95,onix,onix,rock,ground,False,1,385,False,False,False,False,True,gray,squiggle,['mineral'],mineral,mineral,45,medium,88,2100,35,45,160,30,45,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
96,drowzee,drowzee,psychic,psychic,True,1,328,False,False,False,False,True,yellow,humanoid,['humanshape'],humanshape,humanshape,190,medium,10,324,60,48,45,43,90,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,hypno,hypno,psychic,psychic,True,1,483,False,False,True,False,True,yellow,humanoid,['humanshape'],humanshape,humanshape,75,medium,16,756,85,73,70,73,115,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98,krabby,krabby,water,water,True,1,325,False,False,False,False,True,red,armor,['water3'],water3,water3,225,medium,4,65,30,105,90,25,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,kingler,kingler,water,water,True,1,475,False,False,True,False,True,red,armor,['water3'],water3,water3,60,medium,13,600,55,130,115,50,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,voltorb,voltorb,electric,electric,True,1,330,False,False,False,False,True,red,ball,['mineral'],mineral,mineral,190,medium,5,104,40,30,50,55,55,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101,electrode,electrode,electric,electric,True,1,490,False,False,True,False,True,red,ball,['mineral'],mineral,mineral,60,medium,12,666,60,50,70,80,80,150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
102,exeggcute,exeggcute,grass,psychic,False,1,325,False,False,False,False,True,pink,heads,['plant'],plant,plant,90,slow,4,25,60,40,80,60,45,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
103,exeggutor,exeggutor,grass,psychic,False,1,530,False,False,True,False,True,yellow,legs,['plant'],plant,plant,45,slow,20,1200,95,95,85,125,75,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
104,cubone,cubone,ground,ground,True,1,320,False,False,False,False,True,brown,upright,['monster'],monster,monster,190,medium,4,65,50,50,95,40,50,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
105,marowak,marowak,ground,ground,True,1,425,False,False,True,False,True,brown,upright,['monster'],monster,monster,75,medium,10,450,60,80,110,50,80,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106,hitmonlee,hitmonlee,fighting,fighting,True,1,455,False,False,True,False,True,brown,humanoid,['humanshape'],humanshape,humanshape,45,medium,15,498,50,120,53,35,110,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107,hitmonchan,hitmonchan,fighting,fighting,True,1,455,False,False,True,False,True,brown,humanoid,['humanshape'],humanshape,humanshape,45,medium,14,502,50,105,79,35,110,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108,lickitung,lickitung,normal,normal,True,1,385,False,False,False,False,True,pink,upright,['monster'],monster,monster,45,medium,12,655,90,55,75,60,75,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,koffing,koffing,poison,poison,True,1,340,False,False,False,False,True,purple,ball,['indeterminate'],indeterminate,indeterminate,190,medium,6,10,40,65,95,60,45,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110,weezing,weezing,poison,poison,True,1,490,False,False,True,False,True,purple,heads,['indeterminate'],indeterminate,indeterminate,60,medium,12,95,65,90,120,85,70,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
111,rhyhorn,rhyhorn,ground,rock,False,1,345,False,False,False,False,True,gray,quadruped,"['monster', 'ground']",monster,ground,120,slow,10,1150,80,85,95,30,30,25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
112,rhydon,rhydon,ground,rock,False,1,485,False,False,False,False,True,gray,upright,"['monster', 'ground']",monster,ground,60,slow,19,1200,105,130,120,45,45,40,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
113,chansey,chansey,normal,normal,True,1,450,False,False,False,False,True,pink,upright,['fairy'],fairy,fairy,30,fast,11,346,250,5,5,35,105,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114,tangela,tangela,grass,grass,True,1,435,False,False,False,False,True,blue,legs,['plant'],plant,plant,45,medium,10,350,65,55,115,100,40,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115,kangaskhan,kangaskhan,normal,normal,True,1,490,False,False,True,False,True,brown,upright,['monster'],monster,monster,45,medium,22,800,105,95,80,40,80,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116,horsea,horsea,water,water,True,1,295,False,False,False,False,True,blue,blob,"['water1', 'dragon']",water1,dragon,225,medium,4,80,30,40,70,70,25,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
117,seadra,seadra,water,water,True,1,440,False,False,False,False,True,blue,blob,"['water1', 'dragon']",water1,dragon,75,medium,12,250,55,65,95,95,45,85,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
118,goldeen,goldeen,water,water,True,1,320,False,False,False,False,True,red,fish,['water2'],water2,water2,225,medium,6,150,45,67,60,35,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
119,seaking,seaking,water,water,True,1,450,False,False,True,False,True,red,fish,['water2'],water2,water2,60,medium,13,390,80,92,65,65,80,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,staryu,staryu,water,water,True,1,340,False,False,False,False,True,brown,blob,['water3'],water3,water3,225,slow,8,345,30,45,55,70,55,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121,starmie,starmie,water,psychic,False,1,520,False,False,True,False,True,purple,blob,['water3'],water3,water3,60,slow,11,800,60,75,85,100,85,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,mr-mime,mr-mime,psychic,fairy,False,1,460,False,False,False,False,True,pink,humanoid,['humanshape'],humanshape,humanshape,45,medium,13,545,40,45,65,100,120,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
123,scyther,scyther,bug,flying,False,1,500,False,False,False,False,True,green,bug-wings,['bug'],bug,bug,45,medium,15,560,70,110,80,55,80,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,jynx,jynx,ice,psychic,False,1,455,False,False,True,False,True,red,humanoid,['humanshape'],humanshape,humanshape,45,medium,14,406,65,50,35,115,95,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125,electabuzz,electabuzz,electric,electric,True,1,490,False,False,False,False,True,yellow,upright,['humanshape'],humanshape,humanshape,45,medium,11,300,65,83,57,95,85,105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
126,magmar,magmar,fire,fire,True,1,495,False,False,False,False,True,red,upright,['humanshape'],humanshape,humanshape,45,medium,13,445,65,95,57,100,85,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
